ref_pos_x (m),ref_pos_y (m),ref_pos_z (m)
-2.706757359755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706756670755523257e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706755982755523175e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706755295755523257e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706754609755523037e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706753924755522981e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706753240755523089e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706752557755522896e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706751875755522866e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706751194755523000e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706750514755522832e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706749835755522829e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706749157755522989e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706748480755522847e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706747804755522870e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706747129755523056e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706746455755522940e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706745782755522989e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706745110755523201e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706744439755523112e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706743769755523186e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706743100755522959e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706742432755522896e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706741765755522996e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706741099755523261e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706740434755523223e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706739770755522884e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706739107755523175e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706738445755523164e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706737784755522851e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706737124755523168e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706736465755523182e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706735807755522896e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706735150755523238e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706734494755522814e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706733839755523019e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706733185755522922e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706732532755522989e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706731880755523220e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706731229755523149e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706730579755523242e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706729930755523033e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706729282755522989e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706728635755523108e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706727989755522925e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706727344755522907e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706726700755523052e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706726057755522896e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706725415755522903e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706724774755523074e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706724134755522944e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706723495755522978e+06,4.688711955664515495e+06,3.360431434122325853e+06
-2.706722857755523175e+06,4.688711955664515495e+06,3.360431434122325853e+06
